subject	trial	stimfile	condition	code	response	distractor	initTime	rt	DV_inmot	DV_dist	DV_velmax	DV_velmax_start	DV_acc_flips	DV_ADavg	DV_AUC	DV_initang	DV_dist_maxveloc	DV_ang_tot	DV_angflp_lat	DV_angflp_mot
487	70	The panda is colored by the monkey.wav	2	passive	2	1	125.000000	2219.000000	2094.000000	1.770529	212.449271	93.000000	19.000000	0.456244	0.519968	-24.108201	0.498765	15.000000	14.000000	1.000000
487	79	The boy is pushed by his sister.wav	2	passive	1	2	125.000000	2625.000000	2500.000000	1.612750	244.236981	96.000000	23.000000	0.311735	0.474287	-29.892593	0.391565	10.000000	9.000000	1.000000
487	80	The turtle was carried by the sheep.wav	2	passive	1	2	156.000000	2156.000000	2000.000000	1.738926	148.103022	90.000000	21.000000	0.278904	0.607700	1.503345	0.623472	8.000000	6.000000	2.000000
487	83	The puppy was licked by the kitten.wav	2	passive	1	2	125.000000	2329.000000	2204.000000	1.834988	133.084645	86.000000	21.000000	0.297776	0.613143	25.558915	0.861579	2.000000	1.000000	1.000000
527	14	The husband was fed by his wife.wav	2	passive	1	2	219.000000	2531.000000	2312.000000	3.018653	120.661288	81.000000	24.000000	0.357081	1.031639	3.199962	1.787358	13.000000	3.000000	10.000000
527	17	The elephant was washed by the worker.wav	2	passive	2	1	203.000000	1735.000000	1532.000000	1.811914	80.996091	15.000000	18.000000	0.071417	0.558380	21.470315	0.083908	8.000000	0.000000	8.000000
527	20	The hero is killed by the robber.wav	2	passive	2	1	156.000000	1969.000000	1813.000000	2.843129	114.973919	32.000000	17.000000	0.524225	1.139287	6.452780	0.729490	9.000000	2.000000	7.000000
527	27	The chicken was scared by the crow.wav	2	passive	2	1	125.000000	1578.000000	1453.000000	1.765212	62.675532	11.000000	24.000000	0.246561	0.719191	13.064267	0.128757	13.000000	2.000000	11.000000
527	30	The boy is pushed by his sister.wav	2	passive	1	2	125.000000	2109.000000	1984.000000	2.469545	105.140122	70.000000	28.000000	0.096937	0.718578	4.860702	1.167759	14.000000	2.000000	12.000000
527	36	The pig was followed by the hen.wav	2	passive	2	1	94.000000	1922.000000	1828.000000	2.891175	137.537248	89.000000	22.000000	0.368474	0.778160	22.887316	1.779664	9.000000	2.000000	7.000000
527	38	The duck was led by the penguin.wav	2	passive	1	2	125.000000	1437.000000	1312.000000	1.782959	64.898512	88.000000	17.000000	0.116484	0.763941	21.872031	1.383438	8.000000	3.000000	4.000000
527	44	The dog was bitten by the snake.wav	2	passive	1	2	78.000000	1875.000000	1797.000000	2.773235	106.088782	48.000000	22.000000	0.273904	1.020068	-14.017173	0.737224	10.000000	0.000000	10.000000
527	49	The chef was suprised by the mailman.wav	2	passive	1	2	109.000000	1438.000000	1329.000000	1.836460	99.037252	19.000000	30.000000	0.020081	0.729536	3.003321	0.710799	14.000000	2.000000	12.000000
527	61	The skier was crushed by the snowboard.wav	2	passive	1	2	32.000000	2891.000000	2859.000000	2.975437	100.935685	3.000000	14.000000	0.345806	1.122410	7.045769	0.061707	11.000000	1.000000	10.000000
527	70	The turtle was carried by the sheep.wav	2	passive	1	2	94.000000	2312.000000	2218.000000	3.194736	193.371739	96.000000	16.000000	0.458194	1.119521	1.248170	2.227877	14.000000	2.000000	12.000000
527	72	The boxer is punched by the kangeroo.wav	2	passive	2	1	234.000000	2047.000000	1813.000000	2.844293	119.426922	15.000000	21.000000	0.418755	0.931632	55.024849	0.236140	9.000000	2.000000	7.000000
527	78	The aunt is assisted by her niece.wav	2	passive	2	1	31.000000	2172.000000	2141.000000	3.112995	123.423955	89.000000	18.000000	0.458889	0.988153	-5.227493	2.085967	10.000000	1.000000	9.000000
527	79	The panda is colored by the monkey.wav	2	passive	2	1	125.000000	2079.000000	1954.000000	2.535666	98.601431	10.000000	30.000000	0.382405	1.062460	17.399235	0.212869	5.000000	1.000000	3.000000
593	13	The turtle was carried by the sheep.wav	2	passive	1	2	32.000000	1938.000000	1906.000000	1.683650	180.237028	95.000000	15.000000	0.309939	0.751247	20.041436	0.693176	4.000000	2.000000	2.000000
593	23	The aunt is assisted by her niece.wav	2	passive	2	1	47.000000	2266.000000	2219.000000	1.942770	241.768986	96.000000	5.000000	0.439783	0.746898	6.549930	0.733925	7.000000	1.000000	6.000000
593	26	The chef was suprised by the mailman.wav	2	passive	1	2	31.000000	2141.000000	2110.000000	1.677650	216.091056	86.000000	7.000000	0.329554	0.565887	0.828550	0.452913	11.000000	4.000000	6.000000
